## 20171115
## Database of cancer genes. Composed by:
## 1. Cancer driver genes from cosmic cancer gene census database (27/06/2016, COSMIC v77)
## access_info: http://cancer.sanger.ac.uk/census/
## 2. Cancer predisposition genes (CPG) from Rahman N. (doi:10.1038/nature12981)
## access_info: Supplementary table 1
## <CHROM>  <BEG>   <END>   <GENE_SYMBOL>	    <ROLE>  <COSMIC>    	<CPG>
7	128828713	128853386	SMO	UNK	1	0
12	133200348	133263951	POLE	TSG	1	1
2	42396490	42559688	EML4	UNK	1	0
17	34136459	34191619	TAF15	UNK	1	0
1	241660903	241683061	FH	TSG	1	1
2	74588281	74619214	DCTN1	UNK	1	0
12	48366748	48398269	COL2A1	UNK	1	0
9	135766735	135820020	TSC1	TSG	1	1
8	71021997	71316040	NCOA2	UNK	1	0
2	24714783	24993571	NCOA1	UNK	1	0
10	51565108	51590734	NCOA4	UNK	1	0
16	10971055	11026079	CIITA	UNK	1	0
19	54610320	54619055	TFPT	UNK	1	0
10	43572475	43625799	RET	oncogene	1	1
X	47004268	47046212	RBM10	TSG	1	0
1	110881128	110889299	RBM15	UNK	1	0
11	47236493	47260767	DDB2	TSG	1	1
1	2985732	3355185	PRDM16	UNK	1	0
8	54879112	54935089	TCEA1	UNK	1	0
18	23596578	23671181	SS18	UNK	1	0
12	111843752	111889427	SH2B3	TSG	1	0
17	37026112	37078023	LASP1	UNK	1	0
12	59265931	59314303	LRIG3	UNK	1	0
4	108968701	109090112	LEF1	oncogene/TSG	1	0
21	34398153	34401504	OLIG2	UNK	1	0
10	118643742	118886097	KIAA1598	UNK	1	0
2	29415640	30144432	ALK	oncogene	1	1
19	4090319	4124126	MAP2K2	UNK	1	0
11	8245851	8290263	LMO1	UNK	1	0
11	33880122	33913836	LMO2	UNK	1	0
16	27413483	27462115	IL21R	UNK	1	0
15	66679155	66784650	MAP2K1	UNK	1	0
12	57482677	57489259	NAB2	oncogene	1	0
1	116915290	116952883	ATP1A1	oncogene	1	0
3	52579368	52719933	PBRM1	TSG	1	0
17	37844167	37886679	ERBB2	oncogene	1	0
12	56473641	56497289	ERBB3	oncogene	1	0
UNK	UNK	UNK	CDKN2A(p14)	UNK	1	0
12	1099675	1605099	ERC1	UNK	1	0
17	11924141	12047147	MAP2K4	UNK	1	0
7	55086714	55324313	EGFR	oncogene	1	1
3	41236328	41301587	CTNNB1	oncogene	1	0
20	39765600	39811629	PLCG1	UNK	1	0
21	39751949	40033704	ERG	UNK	1	0
3	69788586	70017488	MITF	UNK	1	0
1	51819935	51985000	EPS15	UNK	1	0
16	56965960	56977798	HERPUD1	UNK	1	0
11	17741115	17743678	MYOD1	UNK	1	0
11	108535752	108811657	DDX10	UNK	1	0
17	37617764	37721160	CDK12	UNK	1	0
13	20761609	20767037	GJB2	TSG	0	1
10	3818188	3827473	KLF6	UNK	1	0
12	122755979	122907179	CLIP1	UNK	1	0
9	110247133	110252763	KLF4	oncogene	1	0
12	22778009	22843599	ETNK1	UNK	1	0
2	136871919	136875735	CXCR4	oncogene	1	0
19	54641444	54659419	CNOT3	UNK	1	0
4	54243810	55161439	FIP1L1	UNK	1	0
1	155158300	155162707	MUC1	UNK	1	0
17	40351186	40428725	STAT5B	UNK	1	0
Y	1531465	1606000	P2RY8	UNK	1	0
6	167412670	167466201	FGFR1OP	UNK	1	0
10	104263744	104393292	SUFU	TSG	1	1
14	92432335	92507240	TRIP11	UNK	1	0
13	46700055	46786006	LCP1	UNK	1	0
4	41746099	41750987	PHOX2B	TSG	1	1
14	96176304	96180533	TCL1A	UNK	1	0
1	156720402	156770607	PRCC	UNK	1	0
19	13049392	13055303	CALR	oncogene	1	0
3	185000729	185206885	MAP3K13	UNK	1	0
17	9813926	10101868	GAS7	UNK	1	0
22	29663998	29696515	EWSR1	UNK	1	0
3	128338817	128399918	RPN1	UNK	1	0
7	138516126	138666064	KIAA1549	UNK	1	0
3	12625100	12705725	RAF1	UNK	1	0
8	42128820	42189973	IKBKB	UNK	1	0
1	6241329	6269449	RPL22	UNK	1	0
7	95749532	95951459	SLC25A13	TSG	0	1
5	176513887	176525145	FGFR4	UNK	1	0
17	38465444	38513094	RARA	oncogene	1	0
10	123237848	123357972	FGFR2	UNK	1	0
8	109213445	109447562	EIF3E	UNK	1	0
12	121416346	121440315	HNF1A	UNK	1	0
5	159488808	159546430	PWWP2A	UNK	1	0
16	68771128	68869451	CDH1	TSG	1	1
8	38268656	38326352	FGFR1	UNK	1	0
11	32409321	32457176	WT1	TSG	1	1
9	21967751	21995300	CDKN2A	TSG	1	1
11	44117099	44266979	EXT2	TSG	1	1
8	118806729	119124092	EXT1	TSG	1	1
8	108911544	109095913	RSPO2	UNK	1	0
3	187871072	188608460	LPP	UNK	1	0
19	51364824	51383823	KLK2	UNK	1	0
1	186280784	186344825	TPR	UNK	1	0
11	117014983	117047610	PAFAH1B2	UNK	1	0
6	157099063	157531913	ARID1B	TSG	1	0
1	27022524	27108595	ARID1A	TSG	1	0
9	93564069	93660831	SYK	oncogene	1	0
16	50775961	50835846	CYLD	TSG	1	1
1	205577071	205601090	ELK4	UNK	1	0
4	1873151	1983934	WHSC1	UNK	1	0
5	112043195	112181936	APC	TSG	1	1
12	112856155	112947717	PTPN11	oncogene	1	1
8	145736667	145743229	RECQL4	TSG	1	1
20	50003494	50179370	NFATC2	UNK	1	0
3	71003844	71633140	FOXP1	oncogene	1	0
16	31191431	31203127	FUS	oncogene	1	0
1	161284047	161332984	SDHC	TSG	1	1
1	78409740	78444794	FUBP1	UNK	1	0
12	65444406	65515346	WIF1	UNK	1	0
17	38781214	38804760	SMARCE1	TSG	1	1
7	156786745	156803345	MNX1	UNK	1	0
1	16174359	16266955	SPEN	UNK	1	0
1	40361098	40367928	MYCL	UNK	1	0
21	44513066	44527697	U2AF1	UNK	1	0
6	26087509	26098571	HFE	TSG	0	1
19	30302805	30315215	CCNE1	UNK	1	0
22	40806285	41032706	MKL1	UNK	1	0
1	6845384	7829766	CAMTA1	UNK	1	0
8	100885428	100906290	COX6C	UNK	1	0
19	1609291	1652604	TCF3	UNK	1	0
12	46123448	46301823	ARID2	TSG	1	0
16	79619740	79634611	MAF	UNK	1	0
10	21823094	22032559	MLLT10	UNK	1	0
1	151030234	151040970	MLLT11	UNK	1	0
1	170631869	170708560	PRRX1	UNK	1	0
10	61548521	61666414	CCDC6	UNK	1	0
6	391739	411447	IRF4	oncogene/TSG	1	0
5	176560026	176727216	NSD1	UNK	1	0
16	3775055	3930727	CREBBP	UNK	1	0
5	149781200	149792492	CD74	UNK	1	0
5	149493400	149535435	PDGFRB	UNK	1	0
4	55095264	55164414	PDGFRA	oncogene	1	1
19	16177831	16213813	TPM4	UNK	1	0
19	54024235	54083523	ZNF331	UNK	1	0
11	108093211	108239829	ATM	TSG	1	1
16	72816784	73093597	ZFHX3	TSG	1	0
3	128888327	128902765	CNBP	UNK	1	0
3	142168077	142297668	ATR	UNK	1	0
3	10068098	10143614	FANCD2	UNK	1	0
UNK	UNK	UNK	MALAT1	UNK	1	0
17	59758627	59940882	BRIP1	TSG	1	1
5	180028506	180076624	FLT4	UNK	1	0
13	28577411	28674729	FLT3	oncogene	1	0
3	158288952	158325041	MLF1	UNK	1	0
9	131445703	131458679	SET	UNK	1	0
11	113930315	114121398	ZBTB16	UNK	1	0
3	168801287	169381406	MECOM	oncogene	1	0
19	14625582	14640582	DNAJB1	UNK	1	0
22	36677327	36784063	MYH9	UNK	1	0
1	154127784	154167124	TPM3	UNK	1	0
9	35073832	35080013	FANCG	TSG	1	1
11	22644079	22647387	FANCF	UNK	1	0
6	35420138	35434880	FANCE	UNK	1	0
9	97861336	98079991	FANCC	TSG	1	1
16	89803957	89883065	FANCA	TSG	1	1
4	153242410	153457253	FBXW7	UNK	1	0
3	30647994	30735634	TGFBR2	TSG	1	0
9	101866320	101916474	TGFBR1	TSG	0	1
9	135973107	136039301	RALGDS	UNK	1	0
10	70320413	70454239	TET1	oncogene/TSG	1	0
11	3022152	3078843	CARS	UNK	1	0
4	106067032	106200973	TET2	TSG	1	0
3	138663066	138665982	FOXL2	UNK	1	0
15	34635516	34649938	NUTM1	UNK	1	0
22	41487790	41576081	EP300	UNK	1	0
5	156569944	156682201	ITK	TSG	1	1
1	150782181	150849244	ARNT	oncogene/TSG	1	0
1	2487078	2496821	TNFRSF14	UNK	1	0
12	112204691	112247782	ALDH2	TSG	1	0
12	58141510	58149796	CDK4	oncogene	1	1
7	92234235	92465908	CDK6	oncogene	1	0
7	75162621	75368280	HIP1	UNK	1	0
2	109335937	109402267	RANBP2	UNK	1	0
3	100428205	100467810	TFG	UNK	1	0
7	27202054	27210117	HOXA9	oncogene	1	0
15	50716577	50793280	USP8	oncogene	1	0
14	56025790	56168244	KTN1	UNK	1	0
20	62159778	62168723	PTK6	oncogene/TSG	1	0
2	47630108	47789450	MSH2	TSG	1	1
2	128014866	128051752	ERCC3	TSG	1	1
16	14014014	14046202	ERCC4	TSG	1	1
13	103497194	103528345	ERCC5	TSG	1	1
2	47922669	48037240	MSH6	TSG	1	1
17	19912657	20222339	SPECC1	UNK	1	0
7	142457319	142460923	PRSS1	TSG	0	1
7	148504475	148581413	EZH2	oncogene/TSG	1	0
14	20779527	20801471	CCNB1IP1	UNK	1	0
8	134249414	134314265	NDRG1	UNK	1	0
3	181429714	181432221	SOX2	UNK	1	0
19	13209847	13213975	LYL1	UNK	1	0
19	11071598	11176071	SMARCA4	TSG	1	1
19	33790840	33793470	CEBPA	TSG	1	1
17	63524681	63557765	AXIN2	TSG	1	1
16	337440	402673	AXIN1	UNK	1	0
13	48877887	49056122	RB1	TSG	1	1
18	45357922	45457515	SMAD2	TSG	1	0
17	30264037	30328064	SUZ12	UNK	1	0
1	157543539	157567870	FCRL4	UNK	1	0
17	1247566	1303672	YWHAE	UNK	1	0
2	61704984	61765761	XPO1	UNK	1	0
7	6414154	6443608	RAC1	UNK	1	0
7	66452664	66460588	SBDS	TSG	1	1
9	102584137	102629173	NR4A3	UNK	1	0
7	2945775	3083579	CARD11	UNK	1	0
1	161551101	161648444	FCGR2B	UNK	1	0
1	47715811	47779819	STIL	UNK	1	0
6	26031817	26032288	HIST1H3B	UNK	1	0
5	158122928	158526769	EBF1	UNK	1	0
15	55700746	55710962	C15orf65	UNK	1	0
9	5510545	5571282	PDCD1LG2	UNK	1	0
1	156052364	156109880	LMNA	UNK	1	0
1	164524821	164868533	PBX1	UNK	1	0
17	56769934	56811703	RAD51C	TSG	0	1
10	27035522	27150016	ABI1	TSG	1	0
10	102889257	102897545	TLX1	UNK	1	0
1	120454176	120612240	NOTCH2	oncogene/TSG	1	0
2	237476430	237491001	ACKR3	oncogene	1	0
10	114206756	114578503	VTI1A	UNK	1	0
11	85668727	85780924	PICALM	UNK	1	0
17	76987799	77005949	CANT1	UNK	1	0
10	76585340	76792380	KAT6B	UNK	1	0
8	41786997	41909508	KAT6A	UNK	1	0
9	98205262	98279339	PTCH1	TSG	1	1
Y	1264890	1281616	CRLF2	UNK	1	0
7	127292234	127732661	SND1	UNK	1	0
1	59246465	59249785	JUN	UNK	1	0
2	48016455	48132932	FBXO11	UNK	1	0
2	175664091	175870097	CHN1	UNK	1	0
5	170288874	170727019	RANBP17	UNK	1	0
12	6775643	6798738	ZNF384	UNK	1	0
5	56111401	56191979	MAP3K1	UNK	1	0
3	53528683	53847760	CACNA1D	UNK	1	0
16	88941266	89043612	CBFA2T3	UNK	1	0
1	118148556	118170994	FAM46C	UNK	1	0
9	134000948	134110057	NUP214	UNK	1	0
22	29999545	30094587	NF2	TSG	1	1
17	41196312	41277500	BRCA1	TSG	1	1
17	17115526	17140502	FLCN	TSG	1	1
7	143050493	143059863	FAM131B	UNK	1	0
13	32889611	32973805	BRCA2	TSG	1	1
1	226249552	226259702	H3F3A	UNK	1	0
2	212240446	213403565	ERBB4	oncogene/TSG	1	0
7	138145079	138274738	TRIM24	UNK	1	0
15	90626277	90645736	IDH2	oncogene	1	0
2	209100951	209130798	IDH1	oncogene	1	0
6	28870779	28891766	TRIM27	UNK	1	0
2	208394461	208468155	CREB1	UNK	1	0
17	8043790	8059824	PER1	UNK	1	0
X	153618315	153637504	RPL10	UNK	1	0
19	15347647	15443356	BRD4	UNK	1	0
12	69201956	69239214	MDM2	oncogene	1	0
3	47057919	47205457	SETD2	TSG	1	0
1	204485511	204542871	MDM4	oncogene	1	0
4	1795034	1810599	FGFR3	UNK	1	0
9	136895427	136933657	BRD3	UNK	1	0
6	127439749	127518910	RSPO3	UNK	1	0
UNK	UNK	UNK	TCL6	UNK	1	0
2	216176540	216214487	ATIC	UNK	1	0
14	51186481	51297839	NIN	UNK	1	0
4	87515468	87736324	PTPN13	TSG	1	0
10	32297938	32345359	KIF5B	UNK	1	0
9	95176527	95186743	OMD	UNK	1	0
12	27676364	27848497	PPFIBP1	UNK	1	0
10	114710009	114927437	TCF7L2	UNK	1	0
4	55524085	55606881	KIT	oncogene	1	1
14	38059189	38069245	FOXA1	UNK	1	0
21	36160098	37376965	RUNX1	oncogene	1	1
3	14186647	14220283	XPC	TSG	1	1
15	52599480	52821247	MYO5A	UNK	1	0
UNK	UNK	UNK	ZNF278	UNK	1	0
22	21333751	21353327	LZTR1	TSG	1	0
2	113239731	113299316	TTL	UNK	1	0
17	78234665	78372586	RNF213	UNK	1	0
UNK	UNK	UNK	C12orf9	UNK	1	0
9	214854	465259	DOCK8	TSG	0	1
1	155204243	155214490	GBA	TSG	0	1
11	532242	537287	HRAS	oncogene	1	1
14	62162231	62214976	HIF1A	oncogene	1	0
19	18794487	18893004	CRTC1	UNK	1	0
16	12058964	12061925	TNFRSF17	UNK	1	0
15	91073157	91188577	CRTC3	UNK	1	0
17	75276651	75496678	SEPT9	UNK	1	0
22	19701987	19712295	SEPT5	UNK	1	0
14	81421333	81612646	TSHR	UNK	1	0
X	118749687	118827333	SEPT6	UNK	1	0
6	33286335	33297046	DAXX	UNK	1	0
11	61197514	61215001	SDHAF2	TSG	1	1
11	95709762	96076344	MAML2	UNK	1	0
6	36562145	36573377	SRSF3	UNK	1	0
1	144836157	145076186	PDE4DIP	UNK	1	0
X	70503042	70521018	NONO	UNK	1	0
5	132211071	132299326	AFF4	oncogene	1	0
2	100162323	100759201	AFF3	oncogene	1	0
4	87856154	88062206	AFF1	oncogene	1	0
6	117609463	117747018	ROS1	oncogene	1	0
3	195754054	195809060	TFRC	UNK	1	0
9	127908852	127952218	PPP6C	UNK	1	0
22	29083731	29138410	CHEK2	TSG	1	1
7	98475556	98610866	TRRAP	oncogene	1	0
9	36833272	37034103	PAX5	UNK	1	0
1	18957500	19075360	PAX7	UNK	1	0
2	223064607	223163715	PAX3	UNK	1	0
2	113973574	114036527	PAX8	UNK	1	0
14	66974125	67648520	GPHN	UNK	1	0
12	54366910	54371427	HOXC11	oncogene	1	0
17	79934683	79975282	ASPSCR1	oncogene	1	0
17	7565097	7590856	TP53	TSG	1	1
9	80331003	80646374	GNAQ	UNK	1	0
6	151977826	152450754	ESR1	UNK	1	0
9	5450503	5470566	CD274	UNK	1	0
16	23614488	23652631	PALB2	TSG	1	1
1	35641979	35658749	SFPQ	UNK	1	0
UNK	UNK	UNK	HMGN2P46	UNK	1	0
2	37070783	37193615	STRN	UNK	1	0
2	178092323	178257425	NFE2L2	UNK	1	0
X	133507283	133562820	PHF6	UNK	1	0
2	16080686	16087129	MYCN	oncogene	1	0
1	32716840	32751766	LCK	UNK	1	0
X	123480194	123507005	SH2D1A	TSG	0	1
1	156785432	156851642	NTRK1	UNK	1	0
12	115108059	115121969	TBX3	oncogene/TSG	1	0
13	39917029	40177665	LHFP	UNK	1	0
17	62006100	62009714	CD79B	UNK	1	0
22	23521891	23660224	BCR	oncogene	1	0
19	42381190	42385439	CD79A	UNK	1	0
12	57489191	57525922	STAT6	UNK	1	0
17	40465342	40540586	STAT3	oncogene	1	1
7	27233122	27239725	HOXA13	oncogene	1	0
7	27221129	27224842	HOXA11	oncogene	1	0
6	139117063	139225207	ECT2L	UNK	1	0
16	67063019	67134961	CBFB	UNK	1	0
17	5185558	5289129	RABEP1	UNK	1	0
19	45853095	45874176	ERCC2	TSG	1	1
12	122457328	122499948	BCL7A	oncogene	1	0
14	93260576	93306308	GOLGA5	UNK	1	0
1	47681962	47697892	TAL1	UNK	1	0
1	36690017	36770958	THRAP3	UNK	1	0
9	108424738	108425367	TAL2	UNK	1	0
2	198254508	198299815	SF3B1	UNK	1	0
17	5019733	5078329	USP6	UNK	1	0
X	76760356	77041702	ATRX	UNK	1	0
17	33426811	33448541	RAD51D	TSG	0	1
X	48534985	48549818	WAS	TSG	1	1
14	68286496	69196935	RAD51B	UNK	1	0
3	176737143	176915261	TBL1XR1	UNK	1	0
11	128761251	128790930	KCNJ5	UNK	1	0
X	64808257	64961791	MSN	UNK	1	0
20	57414773	57486247	GNAS	UNK	1	0
4	123372625	123377880	IL2	UNK	1	0
17	48260650	48278993	COL1A1	UNK	1	0
16	64977656	65160015	CDH11	UNK	1	0
19	52693292	52730687	PPP2R1A	UNK	1	0
1	51426417	51440305	CDKN2C	TSG	1	0
11	102188215	102210134	BIRC3	UNK	1	0
6	108881038	109005977	FOXO3	oncogene/TSG	1	0
10	88516407	88692595	BMPR1A	TSG	1	1
13	41129804	41240734	FOXO1	oncogene/TSG	1	0
8	92967203	93115514	RUNX1T1	oncogene	1	0
20	39657458	39753127	TOP1	UNK	1	0
X	70316047	70323385	FOXO4	oncogene/TSG	1	0
3	48701364	48723797	NCKIPSD	UNK	1	0
6	168227602	168372703	MLLT4	UNK	1	0
10	90750414	90775542	FAS	TSG	1	1
17	36861795	36886056	MLLT6	UNK	1	0
19	6212966	6279959	MLLT1	oncogene	1	0
9	20341663	20622542	MLLT3	oncogene	1	0
15	80444832	80479288	FAH	TSG	0	1
12	122957417	122985518	ZCCHC8	UNK	1	0
10	81462983	81474437	NUTM2B	UNK	1	0
7	26229547	26241149	HNRNPA2B1	UNK	1	0
10	88985205	88996665	NUTM2A	UNK	1	0
8	31496902	32622548	NRG1	UNK	1	0
5	1253262	1295184	TERT	TSG	1	1
8	57073463	57123883	PLAG1	UNK	1	0
10	104845940	104953056	NT5C2	UNK	1	0
18	56338618	56417371	MALT1	UNK	1	0
UNK	UNK	UNK	RUNDC2A	UNK	1	0
11	118307205	118397539	KMT2A	oncogene	1	0
22	24129150	24176703	SMARCB1	TSG	1	1
UNK	UNK	UNK	DUX4L1	UNK	1	0
12	49412758	49453557	KMT2D	UNK	1	0
17	47676246	47755596	SPOP	UNK	1	0
17	55333212	55762046	MSI2	UNK	1	0
6	31132119	31148508	POU5F1	UNK	1	0
2	232825955	233209060	DIS3L2	TSG	0	1
6	37137979	37143202	PIM1	UNK	1	0
2	202098166	202152434	CASP8	TSG	1	0
1	147013182	147098017	BCL9	oncogene	1	0
UNK	UNK	UNK	BCL5	oncogene	1	0
3	187439165	187463515	BCL6	oncogene	1	0
19	45250962	45263301	BCL3	oncogene	1	0
18	60790579	60987361	BCL2	oncogene	1	0
X	48242863	48252785	SSX4	UNK	1	0
X	52725946	52736239	SSX2	UNK	1	0
X	48114752	48126879	SSX1	UNK	1	0
13	28536274	28545276	CDX2	UNK	1	0
14	105235686	105262088	AKT1	oncogene	1	0
19	40736224	40791443	AKT2	oncogene	1	0
1	23907985	23967058	MDS2	UNK	1	0
20	39314488	39317880	MAFB	UNK	1	0
14	36985602	36990354	NKX2-1	UNK	1	0
7	6012870	6048756	PMS2	TSG	1	1
19	676392	683385	FSTL3	UNK	1	0
8	38127215	38239790	WHSC1L1	UNK	1	0
15	88418230	88799999	NTRK3	UNK	1	0
6	44214824	44221620	HSP90AB1	UNK	1	0
4	25656923	25680370	SLC34A2	UNK	1	0
5	142149949	142608576	ARHGAP26	TSG	1	0
8	128747680	128753674	MYC	oncogene	1	0
6	135502453	135540311	MYB	UNK	1	0
12	57910371	57914300	DDIT3	UNK	1	0
11	128556430	128683162	FLI1	UNK	1	0
10	72357104	72362531	PRF1	UNK	1	0
2	190649107	190742355	PMS1	UNK	1	0
X	152783134	152848397	ATP2B3	UNK	1	0
17	74466973	74497872	RHBDF2	oncogene	0	1
8	103265240	103425069	UBR5	UNK	1	0
12	25357723	25403870	KRAS	oncogene	1	0
16	11348262	11350036	SOCS1	TSG	1	0
2	223725652	223809357	ACSL3	UNK	1	0
5	131142683	131347936	ACSL6	UNK	1	0
17	62495734	62504317	DDX5	UNK	1	0
4	187508937	187647876	FAT1	TSG	1	0
7	151832010	152133090	KMT2C	UNK	1	0
4	126237554	126414087	FAT4	TSG	1	0
12	389295	498620	KDM5A	UNK	1	0
X	53220503	53254604	KDM5C	UNK	1	0
2	61108656	61158745	REL	oncogene	1	0
1	114935399	115053781	TRIM33	UNK	1	0
8	17780349	17885478	PCM1	UNK	1	0
6	29909037	29913661	HLA-A	UNK	1	0
1	93297582	93307481	RPL5	UNK	1	0
17	57059999	57184282	TRIM37	TSG	0	1
6	44225903	44233500	NFKBIE	UNK	1	0
6	18224099	18265054	DEK	UNK	1	0
17	57697219	57773671	CLTC	UNK	1	0
19	10828755	10944164	DNM2	UNK	1	0
UNK	UNK	UNK	RNF217-AS1	UNK	1	0
12	6679249	6716642	CHD4	oncogene	1	0
20	30946155	31027122	ASXL1	TSG	1	0
X	63404997	63425624	AMER1	TSG	1	0
9	139388896	139440314	NOTCH1	oncogene/TSG	1	0
11	118620034	118661858	DDX6	UNK	1	0
5	67511548	67597649	PIK3R1	UNK	1	0
3	38179969	38184513	MYD88	oncogene	1	0
11	118955576	118964259	HMBS	TSG	0	1
12	57106212	57125412	NACA	UNK	1	0
6	41651716	41703997	TFEB	UNK	1	0
UNK	UNK	UNK	TRA	UNK	1	0
22	28144265	28197486	MN1	UNK	1	0
UNK	UNK	UNK	TRB	UNK	1	0
17	56429861	56494956	RNF43	UNK	1	0
UNK	UNK	UNK	TRD	UNK	1	0
2	169779448	169887832	ABCB11	TSG	0	1
4	40192673	40248587	RHOH	UNK	1	0
3	49396578	49450431	RHOA	UNK	1	0
7	13930853	14031050	ETV1	UNK	1	0
18	60994959	61034743	KDSR	UNK	1	0
3	185764097	185828107	ETV5	UNK	1	0
17	41605212	41656988	ETV4	UNK	1	0
12	11802788	12048336	ETV6	UNK	1	0
1	43803478	43818443	MPL	oncogene	1	0
20	43953928	43977064	SDC4	UNK	1	0
2	176957619	176960666	HOXD13	oncogene	1	0
6	138188351	138204449	TNFAIP3	UNK	1	0
2	176968944	176974722	HOXD11	oncogene	1	0
X	66764465	66950461	AR	oncogene	1	0
9	132649466	132805473	FNBP1	UNK	1	0
15	40886218	40956540	CASC5	UNK	1	0
7	27870192	28220362	JAZF1	UNK	1	0
7	124462440	124570037	POT1	UNK	1	0
1	45794835	45806142	MUTYH	TSG	1	1
20	60718822	60757540	SS18L1	UNK	1	0
9	133589333	133763062	ABL1	oncogene	1	0
1	179068462	179198819	ABL2	oncogene	1	0
7	50343720	50472799	IKZF1	TSG	1	0
12	124808961	125052135	NCOR2	TSG	1	0
17	15932471	16121499	NCOR1	UNK	1	0
12	92536286	92539673	BTG1	UNK	1	0
9	21802542	21931646	MTAP	TSG	0	1
1	85731931	85742773	BCL10	UNK	1	0
19	50887461	50921273	POLD1	TSG	0	1
X	44732757	44971847	KDM6A	UNK	1	0
8	90945564	91015456	NBN	TSG	1	1
15	74287014	74340153	PML	oncogene	1	0
10	104153867	104162281	NFKB2	oncogene	1	0
7	73442119	73484237	ELN	UNK	1	0
19	18553473	18632937	ELL	UNK	1	0
12	66217911	66360075	HMGA2	oncogene	1	0
6	34204650	34214008	HMGA1	UNK	1	0
2	219845809	219850379	FEV	UNK	1	0
X	39909068	40036582	BCOR	TSG	1	0
1	36931644	36948879	CSF3R	UNK	1	0
6	117639374	117923691	GOPC	UNK	1	0
